Event,Event_name,Event_order,Event_year,Date,Race_time_clock,Distance,Laps,Rang,Participant,UCI_Class_code,Year_of_birth,Age,Team,Time,Time_seconds,Time_min,Time_hours,Velocity,Gender_name,Gender,Class_number,Class,Discipline
Merano-Wcup2013,Merano-Wcup,8,2013,8/06/2013,10:30,67.9,13,6,275,MC5,1978,35,CZE,43:18.0,6198,103.29984,1.72166,39.43858964,Men,1,5,C5,C
Merano-Wcup2013,Merano-Wcup,8,2013,8/06/2013,12:10,52.2,10,7,280,MC2,1971,42,USA,22:50.0,4970,82.83312,1.38055,37.81096257,Men,1,2,C2,C
Merano-Wcup2013,Merano-Wcup,8,2013,8/06/2013,10:30,67.9,13,9,281,MC4,1979,34,GER,43:18.0,6198,103.29984,1.72166,39.43858964,Men,1,4,C4,C
Merano-Wcup2013,Merano-Wcup,8,2013,8/06/2013,12:10,52.2,10,8,283,MC3,1970,43,GBR,21:46.0,4906,81.76608,1.36277,38.30439224,Men,1,3,C3,C
Merano-Wcup2013,Merano-Wcup,8,2013,8/06/2013,12:10,52.2,10,1,290,MC2,1993,20,CZE,21:46.0,4906,81.76608,1.36277,38.30439224,Men,1,2,C2,C
Merano-Wcup2013,Merano-Wcup,8,2013,8/06/2013,10:30,67.9,13,11,295,MC5,1979,34,RUS,43:18.0,6198,103.29984,1.72166,39.43858964,Men,1,5,C5,C
Merano-Wcup2013,Merano-Wcup,8,2013,9/06/2013,10:00,52.2,10,3,307,WC5,1985,28,GBR,28:52.0,5332,88.86672,1.48111,35.2437898,Women,2,5,C5,C
Merano-Wcup2013,Merano-Wcup,8,2013,9/06/2013,13:19,26.1,5,15,317,MT2,1993,20,RSA,07:12.0,4032,67.20048,1.12001,23.30340498,Men,1,2,T2,T
Merano-Wcup2013,Merano-Wcup,8,2013,8/06/2013,12:10,52.2,10,5,326,MC2,1970,43,IRL,21:57.0,4917,81.9504,1.36584,38.21823933,Men,1,2,C2,C
Merano-Wcup2013,Merano-Wcup,8,2013,9/06/2013,13:30,26.1,5,1,332,WT2,1990,23,GER,59:29.0,3569,59.48352,0.99139,26.32661954,Women,2,2,T2,T
Merano-Wcup2013,Merano-Wcup,8,2013,8/06/2013,10:30,67.9,13,12,336,MC4,1981,32,USA,43:18.0,6198,103.29984,1.72166,39.43858964,Men,1,4,C4,C
Merano-Wcup2013,Merano-Wcup,8,2013,9/06/2013,10:02,41.8,8,4,341,WC2,1976,37,GER,24:31.0,5071,84.51648,1.40861,29.67468593,Women,2,2,C2,C
Merano-Wcup2013,Merano-Wcup,8,2013,8/06/2013,12:10,52.2,10,4,349,MC2,1977,36,BEL,21:56.0,4916,81.93312,1.36555,38.22629969,Men,1,2,C2,C
Merano-Wcup2013,Merano-Wcup,8,2013,8/06/2013,12:10,52.2,10,13,352,MC3,1980,33,GBR,22:06.0,4926,82.10016,1.36834,38.14852492,Men,1,3,C3,C
Merano-Wcup2013,Merano-Wcup,8,2013,8/06/2013,12:10,52.2,10,3,364,MC1,1964,49,ESP,1:22:00,4920,81.99936,1.36666,38.19542006,Men,1,1,C1,C
Merano-Wcup2013,Merano-Wcup,8,2013,8/06/2013,10:30,67.9,13,15,394,MC4,1989,24,RUS,43:28.0,6208,103.46688,1.72445,39.37491881,Men,1,4,C4,C
Merano-Wcup2013,Merano-Wcup,8,2013,9/06/2013,13:03,26.1,5,6,397,MT1,1970,43,ITA,14:00.0,4440,74.00016,1.23334,21.16211641,Men,1,1,T1,T
Merano-Wcup2013,Merano-Wcup,8,2013,9/06/2013,13:03,26.1,5,5,419,MT1,1976,37,ESP,07:59.0,4079,67.98384,1.13306,23.03488594,Men,1,1,T1,T
Merano-Wcup2013,Merano-Wcup,8,2013,9/06/2013,13:19,26.1,5,5,432,MT2,1974,39,USA,52:40.0,3160,52.66656,0.87778,29.73423744,Men,1,2,T2,T
Merano-Wcup2013,Merano-Wcup,8,2013,8/06/2013,10:30,67.9,13,2,439,MC4,1970,43,ITA,42:53.0,6173,102.88368,1.71473,39.59811702,Men,1,4,C4,C
Merano-Wcup2013,Merano-Wcup,8,2013,8/06/2013,10:30,67.9,13,10,448,MC4,1974,39,ESP,43:18.0,6198,103.29984,1.72166,39.43858964,Men,1,4,C4,C
Merano-Wcup2013,Merano-Wcup,8,2013,8/06/2013,10:30,67.9,13,4,450,MC4,1986,27,RUS,43:18.0,6198,103.29984,1.72166,39.43858964,Men,1,4,C4,C
Merano-Wcup2013,Merano-Wcup,8,2013,9/06/2013,13:03,26.1,5,4,467,MT1,1962,51,RSA,06:49.0,4009,66.816,1.1136,23.4375,Men,1,1,T1,T
Merano-Wcup2013,Merano-Wcup,8,2013,8/06/2013,12:10,52.2,10,9,497,MC3,1989,24,ESP,21:46.0,4906,81.76608,1.36277,38.30439224,Men,1,3,C3,C
Merano-Wcup2013,Merano-Wcup,8,2013,8/06/2013,10:30,67.9,13,14,503,MC4,1980,33,GER,43:18.0,6198,103.29984,1.72166,39.43858964,Men,1,4,C4,C
Merano-Wcup2013,Merano-Wcup,8,2013,9/06/2013,13:19,26.1,5,7,517,MT2,1990,23,CZE,53:50.0,3230,53.83296,0.89722,29.08998502,Men,1,2,T2,T
Merano-Wcup2013,Merano-Wcup,8,2013,9/06/2013,13:19,26.1,5,13,519,MT2,1986,27,RUS,00:05.0,3605,60.084,1.0014,26.06351108,Men,1,2,T2,T
Merano-Wcup2013,Merano-Wcup,8,2013,8/06/2013,10:30,67.9,13,1,525,MC5,1985,28,FRA,41:03.0,6063,101.05056,1.68418,40.31645149,Men,1,5,C5,C
Merano-Wcup2013,Merano-Wcup,8,2013,9/06/2013,13:30,26.1,5,4,533,WT2,1983,30,RUS,13:15.0,4395,73.24992,1.22083,21.37886294,Women,2,2,T2,T
Merano-Wcup2013,Merano-Wcup,8,2013,8/06/2013,10:30,67.9,13,14,535,MC5,1986,27,BRA,43:41.0,6221,103.68288,1.72805,39.29289001,Men,1,5,C5,C
Merano-Wcup2013,Merano-Wcup,8,2013,8/06/2013,12:10,52.2,10,10,544,MC3,1969,44,IRL,21:57.0,4917,81.9504,1.36584,38.21823933,Men,1,3,C3,C
Merano-Wcup2013,Merano-Wcup,8,2013,8/06/2013,12:10,52.2,10,6,552,MC3,1976,37,BRA,21:46.0,4906,81.76608,1.36277,38.30439224,Men,1,3,C3,C
Merano-Wcup2013,Merano-Wcup,8,2013,9/06/2013,10:00,52.2,10,1,556,WC4,1977,36,UKR,37:03.0,5823,97.05024,1.6175,32.27194492,Women,2,4,C4,C
Merano-Wcup2013,Merano-Wcup,8,2013,9/06/2013,13:19,26.1,5,2,557,MT2,1981,32,GBR,50:11.0,3011,50.184,0.8364,31.20516499,Men,1,2,T2,T
Merano-Wcup2013,Merano-Wcup,8,2013,8/06/2013,10:30,67.9,13,4,568,MC5,1984,29,ITA,43:18.0,6198,103.29984,1.72166,39.43858964,Men,1,5,C5,C
Merano-Wcup2013,Merano-Wcup,8,2013,8/06/2013,12:10,52.2,10,2,571,MC1,1968,45,GER,1:21:57,4917,81.9504,1.36584,38.21823933,Men,1,1,C1,C
Merano-Wcup2013,Merano-Wcup,8,2013,8/06/2013,12:10,52.2,10,7,591,MC3,1982,31,RUS,21:46.0,4906,81.76608,1.36277,38.30439224,Men,1,3,C3,C
Merano-Wcup2013,Merano-Wcup,8,2013,9/06/2013,10:00,52.2,10,4,594,WC5,1964,49,FRA,37:03.0,5823,97.05024,1.6175,32.27194492,Women,2,5,C5,C
Merano-Wcup2013,Merano-Wcup,8,2013,9/06/2013,13:19,26.1,5,4,616,MT2,1986,27,CZE,52:40.0,3160,52.66656,0.87778,29.73423744,Men,1,2,T2,T
Merano-Wcup2013,Merano-Wcup,8,2013,8/06/2013,12:10,52.2,10,3,622,MC3,1985,28,GER,21:46.0,4906,81.76608,1.36277,38.30439224,Men,1,3,C3,C
Merano-Wcup2013,Merano-Wcup,8,2013,9/06/2013,10:02,41.8,8,1,628,WC3,1976,37,USA,18:01.0,4681,78.01632,1.30027,32.14711999,Women,2,3,C3,C
Merano-Wcup2013,Merano-Wcup,8,2013,9/06/2013,13:19,26.1,5,6,636,MT2,1966,47,AUT,53:48.0,3228,53.79984,0.89666,29.10789326,Men,1,2,T2,T
Merano-Wcup2013,Merano-Wcup,8,2013,8/06/2013,12:10,52.2,10,12,704,MC3,1987,26,RUS,22:04.0,4924,82.06704,1.36778,38.16392062,Men,1,3,C3,C
Merano-Wcup2013,Merano-Wcup,8,2013,8/06/2013,10:30,67.9,13,15,705,MC5,1973,40,BRA,46:39.0,6399,106.64928,1.77749,38.1999766,Men,1,5,C5,C
Segovia-Wcup2013,Segovia-Wcup,9,2013,24/09/2013,16:02,36,3,2,6,WC2,1978,35,ESP,1:07:35,4055,67.58333333,1.126388889,31.96054254,Women,2,2,C2,C
Segovia-Wcup2013,Segovia-Wcup,9,2013,10/09/2013,16:00,72,6,7,7,MC5,1976,37,ITA,1:49:16,6556,109.2666667,1.821111111,39.53630262,Men,1,5,C5,C
Segovia-Wcup2013,Segovia-Wcup,9,2013,28/08/2013,16:00,72,6,9,13,MC4,1978,35,ESP,1:54:45,6885,114.75,1.9125,37.64705882,Men,1,4,C4,C
Segovia-Wcup2013,Segovia-Wcup,9,2013,13/07/2013,11:00,60,5,5,23,MC3,1993,20,ITA,1:30:29,5429,90.48333333,1.508055556,39.78633266,Men,1,3,C3,C
Segovia-Wcup2013,Segovia-Wcup,9,2013,4/08/2013,13:00,24,2,1,29,MT1,1989,24,FRA,0:54:17,3257,54.28333333,0.904722222,26.52747928,Men,1,1,T1,T
Segovia-Wcup2013,Segovia-Wcup,9,2013,9/08/2013,13:00,24,2,2,31,MT2,1984,29,COL,0:42:35,2555,42.58333333,0.709722222,33.81604697,Men,1,2,T2,T
Segovia-Wcup2013,Segovia-Wcup,9,2013,11/09/2013,16:00,72,6,8,34,MC5,1980,33,FRA,1:49:32,6572,109.5333333,1.825555556,39.44004869,Men,1,5,C5,C
Segovia-Wcup2013,Segovia-Wcup,9,2013,12/07/2013,11:00,60,5,4,36,MC3,1984,29,ITA,1:30:24,5424,90.4,1.506666667,39.82300885,Men,1,3,C3,C
Segovia-Wcup2013,Segovia-Wcup,9,2013,10/07/2013,11:00,60,5,2,41,MC3,1988,25,RUS,1:30:24,5424,90.4,1.506666667,39.82300885,Men,1,3,C3,C
Segovia-Wcup2013,Segovia-Wcup,9,2013,19/06/2013,11:00,60,5,6,47,MC1,1982,31,USA,1:35:40,5740,95.66666667,1.594444444,37.63066202,Men,1,1,C1,C
Segovia-Wcup2013,Segovia-Wcup,9,2013,29/06/2013,11:00,60,5,6,56,MC2,1974,39,SUI,1:31:09,5469,91.15,1.519166667,39.49533736,Men,1,2,C2,C
Segovia-Wcup2013,Segovia-Wcup,9,2013,14/07/2013,11:00,60,5,6,63,MC3,1980,33,BEL,1:30:31,5431,90.51666667,1.508611111,39.77168109,Men,1,3,C3,C
Segovia-Wcup2013,Segovia-Wcup,9,2013,7/09/2013,16:00,72,6,4,66,MC5,NA,NA,ITA,1:48:48,6528,108.8,1.813333333,39.70588235,Men,1,5,C5,C
Segovia-Wcup2013,Segovia-Wcup,9,2013,22/08/2013,16:00,72,6,3,70,MC4,1979,34,CZE,1:49:10,6550,109.1666667,1.819444444,39.57251908,Men,1,4,C4,C
Segovia-Wcup2013,Segovia-Wcup,9,2013,14/08/2013,13:00,24,2,7,72,MT2,1993,20,USA,0:46:20,2780,46.33333333,0.772222222,31.07913669,Men,1,2,T2,T
Segovia-Wcup2013,Segovia-Wcup,9,2013,16/06/2013,11:02,60,5,1,73,WC5,1972,41,GER,1:42:16,6136,102.2666667,1.704444444,35.20208605,Women,2,5,C5,C
Segovia-Wcup2013,Segovia-Wcup,9,2013,17/07/2013,11:00,60,5,9,78,MC3,NA,NA,FRA,1:30:39,5439,90.65,1.510833333,39.71318257,Men,1,3,C3,C
Segovia-Wcup2013,Segovia-Wcup,9,2013,13/09/2013,16:00,72,6,10,85,MC5,1986,27,GBR,1:51:11,6671,111.1833333,1.853055556,38.85474442,Men,1,5,C5,C
Segovia-Wcup2013,Segovia-Wcup,9,2013,31/08/2013,16:00,72,6,12,86,MC4,1984,29,GBR,2:00:16,7216,120.2666667,2.004444444,35.92017738,Men,1,4,C4,C
Segovia-Wcup2013,Segovia-Wcup,9,2013,25/08/2013,16:00,72,6,6,89,MC4,1976,37,FRA,1:51:04,6664,111.0666667,1.851111111,38.89555822,Men,1,4,C4,C
Segovia-Wcup2013,Segovia-Wcup,9,2013,18/09/2013,16:00,72,6,15,91,MC5,1973,40,BRA,2:03:59,7439,123.9833333,2.066388889,34.84339293,Men,1,5,C5,C
Segovia-Wcup2013,Segovia-Wcup,9,2013,16/08/2013,13:00,24,2,9,98,MT2,NA,NA,FRA,0:50:32,3032,50.53333333,0.842222222,28.49604222,Men,1,2,T2,T
Segovia-Wcup2013,Segovia-Wcup,9,2013,19/09/2013,16:00,72,6,16,110,MC5,1951,62,DEN,2:04:23,7463,124.3833333,2.073055556,34.73134128,Men,1,5,C5,C
Segovia-Wcup2013,Segovia-Wcup,9,2013,23/08/2013,16:00,72,6,4,119,MC4,1986,27,USA,1:49:25,6565,109.4166667,1.823611111,39.48210206,Men,1,4,C4,C
Segovia-Wcup2013,Segovia-Wcup,9,2013,1/08/2013,13:00,24,2,1,132,WT2,1984,29,NED,0:54:46,3286,54.76666667,0.912777778,26.29336579,Women,2,2,T2,T
Segovia-Wcup2013,Segovia-Wcup,9,2013,16/06/2013,11:02,60,5,4,135,WC5,1986,27,ARG,1:44:02,6242,104.0333333,1.733888889,34.6042935,Women,2,5,C5,C
Segovia-Wcup2013,Segovia-Wcup,9,2013,5/09/2013,16:00,72,6,2,136,MC5,1987,26,UKR,1:46:37,6397,106.6166667,1.776944444,40.51899328,Men,1,5,C5,C
Segovia-Wcup2013,Segovia-Wcup,9,2013,25/09/2013,16:02,36,3,3,137,WC2,1988,25,CZE,1:08:30,4110,68.5,1.141666667,31.53284672,Women,2,2,C2,C
Segovia-Wcup2013,Segovia-Wcup,9,2013,10/08/2013,13:00,24,2,3,150,MT2,1958,55,GER,0:42:46,2566,42.76666667,0.712777778,33.6710834,Men,1,2,T2,T
Segovia-Wcup2013,Segovia-Wcup,9,2013,1/07/2013,11:00,60,5,8,151,MC2,1983,30,ESP,1:33:01,5581,93.01666667,1.550277778,38.70274144,Men,1,2,C2,C
Segovia-Wcup2013,Segovia-Wcup,9,2013,6/09/2013,16:00,72,6,3,153,MC5,1972,41,AUT,1:48:10,6490,108.1666667,1.802777778,39.93836672,Men,1,5,C5,C
Segovia-Wcup2013,Segovia-Wcup,9,2013,26/08/2013,16:00,72,6,7,159,MC4,1975,38,ITA,1:51:15,6675,111.25,1.854166667,38.83146067,Men,1,4,C4,C
Segovia-Wcup2013,Segovia-Wcup,9,2013,13/08/2013,13:00,24,2,6,173,MT2,1991,22,RSA,0:46:17,2777,46.28333333,0.771388889,31.11271156,Men,1,2,T2,T
Segovia-Wcup2013,Segovia-Wcup,9,2013,21/07/2013,11:00,60,5,13,175,MC3,1985,28,JPN,1:30:48,5448,90.8,1.513333333,39.64757709,Men,1,3,C3,C
Segovia-Wcup2013,Segovia-Wcup,9,2013,27/06/2013,11:00,60,5,4,181,MC2,1956,57,ESP,1:30:53,5453,90.88333333,1.514722222,39.61122318,Men,1,2,C2,C
Segovia-Wcup2013,Segovia-Wcup,9,2013,2/07/2013,11:00,60,5,9,186,MC2,1966,47,VEN,1:35:35,5735,95.58333333,1.593055556,37.66346992,Men,1,2,C2,C
Segovia-Wcup2013,Segovia-Wcup,9,2013,30/07/2013,13:00,24,2,1,190,WT1,1968,45,CAN,1:01:33,3693,61.55,1.025833333,23.39561332,Women,2,1,T1,T
Segovia-Wcup2013,Segovia-Wcup,9,2013,30/06/2013,11:00,60,5,7,198,MC2,1982,31,RUS,1:32:04,5524,92.06666667,1.534444444,39.10209993,Men,1,2,C2,C
Segovia-Wcup2013,Segovia-Wcup,9,2013,8/09/2013,16:00,72,6,5,200,MC5,1973,40,BRA,1:48:48,6528,108.8,1.813333333,39.70588235,Men,1,5,C5,C
Segovia-Wcup2013,Segovia-Wcup,9,2013,25/07/2013,11:00,60,5,17,207,MC3,1967,46,ESP,1:31:20,5480,91.33333333,1.522222222,39.41605839,Men,1,3,C3,C
Segovia-Wcup2013,Segovia-Wcup,9,2013,9/09/2013,16:00,72,6,6,216,MC5,NA,NA,NED,1:49:04,6544,109.0666667,1.817777778,39.60880196,Men,1,5,C5,C
Segovia-Wcup2013,Segovia-Wcup,9,2013,28/07/2013,11:00,60,5,20,225,MC3,1983,30,DEN,1:41:55,6115,101.9166667,1.698611111,35.32297629,Men,1,3,C3,C
Segovia-Wcup2013,Segovia-Wcup,9,2013,16/06/2013,11:02,60,5,3,227,WC5,1986,27,USA,1:42:47,6167,102.7833333,1.713055556,35.02513378,Women,2,5,C5,C
Segovia-Wcup2013,Segovia-Wcup,9,2013,4/07/2013,11:00,60,5,11,231,MC2,1989,24,BEL,1:41:42,6102,101.7,1.695,35.39823009,Men,1,2,C2,C
Segovia-Wcup2013,Segovia-Wcup,9,2013,25/06/2013,11:00,60,5,2,234,MC2,1974,39,PER,1:30:47,5447,90.78333333,1.513055556,39.65485588,Men,1,2,C2,C
Segovia-Wcup2013,Segovia-Wcup,9,2013,29/08/2013,16:00,72,6,10,249,MC4,1984,29,NOR,1:57:34,7054,117.5666667,1.959444444,36.74510916,Men,1,4,C4,C
Segovia-Wcup2013,Segovia-Wcup,9,2013,16/09/2013,16:00,72,6,13,253,MC5,1976,37,ESP,1:53:36,6816,113.6,1.893333333,38.02816901,Men,1,5,C5,C
Segovia-Wcup2013,Segovia-Wcup,9,2013,21/08/2013,16:00,72,6,2,255,MC4,1974,39,CZE,1:49:07,6547,109.1166667,1.818611111,39.59065221,Men,1,4,C4,C
Segovia-Wcup2013,Segovia-Wcup,9,2013,19/07/2013,11:00,60,5,11,261,MC3,1974,39,NOR,1:30:43,5443,90.71666667,1.511944444,39.6839978,Men,1,3,C3,C
Segovia-Wcup2013,Segovia-Wcup,9,2013,23/09/2013,16:02,36,3,1,263,WC2,1984,29,USA,1:06:34,3994,66.56666667,1.109444444,32.44867301,Women,2,2,C2,C
Segovia-Wcup2013,Segovia-Wcup,9,2013,17/09/2013,16:00,72,6,14,275,MC5,1978,35,CZE,1:59:48,7188,119.8,1.996666667,36.06010017,Men,1,5,C5,C
Segovia-Wcup2013,Segovia-Wcup,9,2013,11/07/2013,11:00,60,5,3,283,MC3,1970,43,GBR,1:30:24,5424,90.4,1.506666667,39.82300885,Men,1,3,C3,C
Segovia-Wcup2013,Segovia-Wcup,9,2013,26/06/2013,11:00,60,5,3,290,MC2,1993,20,CZE,1:30:52,5452,90.86666667,1.514444444,39.61848863,Men,1,2,C2,C
Segovia-Wcup2013,Segovia-Wcup,9,2013,12/09/2013,16:00,72,6,9,295,MC5,NA,NA,RUS,1:51:00,6660,111,1.85,38.91891892,Men,1,5,C5,C
Segovia-Wcup2013,Segovia-Wcup,9,2013,29/07/2013,11:00,60,5,21,302,MC3,NA,NA,CZE,1:48:03,6483,108.05,1.800833333,33.31790838,Men,1,3,C3,C
Segovia-Wcup2013,Segovia-Wcup,9,2013,16/06/2013,11:02,60,5,2,307,WC5,1985,28,GBR,1:42:37,6157,102.6166667,1.710277778,35.08202046,Women,2,5,C5,C
Segovia-Wcup2013,Segovia-Wcup,9,2013,12/08/2013,13:00,24,2,5,317,MT2,1993,20,RSA,0:46:12,2772,46.2,0.77,31.16883117,Men,1,2,T2,T
Segovia-Wcup2013,Segovia-Wcup,9,2013,22/06/2013,11:00,60,5,9,324,MC1,1979,34,ARG,1:48:41,6521,108.6833333,1.811388889,33.12375403,Men,1,1,C1,C
Segovia-Wcup2013,Segovia-Wcup,9,2013,3/07/2013,11:00,60,5,10,326,MC2,1970,43,IRL,1:39:27,5967,99.45,1.6575,36.19909502,Men,1,2,C2,C
Segovia-Wcup2013,Segovia-Wcup,9,2013,28/06/2013,11:00,60,5,5,327,MC2,1970,43,ITA,1:31:00,5460,91,1.516666667,39.56043956,Men,1,2,C2,C
Segovia-Wcup2013,Segovia-Wcup,9,2013,26/09/2013,16:02,36,3,4,344,WC2,1975,38,ESP,1:20:52,4852,80.86666667,1.347777778,26.71063479,Women,2,2,C2,C
Segovia-Wcup2013,Segovia-Wcup,9,2013,23/07/2013,11:00,60,5,15,352,MC3,1980,33,GBR,1:31:10,5470,91.16666667,1.519444444,39.488117,Men,1,3,C3,C
Segovia-Wcup2013,Segovia-Wcup,9,2013,18/06/2013,11:00,60,5,5,364,MC1,1964,49,ESP,1:31:07,5467,91.11666667,1.518611111,39.50978599,Men,1,1,C1,C
Segovia-Wcup2013,Segovia-Wcup,9,2013,16/06/2013,11:02,60,5,1,376,WC4,1983,30,CAN,1:49:50,6590,109.8333333,1.830555556,32.77693475,Women,2,4,C4,C
Segovia-Wcup2013,Segovia-Wcup,9,2013,30/08/2013,16:00,72,6,11,394,MC4,1989,24,RUS,2:00:01,7201,120.0166667,2.000277778,35.99500069,Men,1,4,C4,C
Segovia-Wcup2013,Segovia-Wcup,9,2013,16/06/2013,11:02,60,5,5,398,WC5,1988,25,USA,1:44:05,6245,104.0833333,1.734722222,34.58767014,Women,2,5,C5,C
Segovia-Wcup2013,Segovia-Wcup,9,2013,27/08/2013,16:00,72,6,8,399,MC4,1979,34,ESP,1:53:36,6816,113.6,1.893333333,38.02816901,Men,1,4,C4,C
Segovia-Wcup2013,Segovia-Wcup,9,2013,7/08/2013,13:00,24,2,4,403,MT1,1974,39,FRA,1:16:11,4571,76.18333333,1.269722222,18.90177204,Men,1,1,T1,T
Segovia-Wcup2013,Segovia-Wcup,9,2013,16/06/2013,11:00,60,5,2,408,MC1,1989,24,NED,1:30:45,5445,90.75,1.5125,39.66942149,Men,1,1,C1,C
Segovia-Wcup2013,Segovia-Wcup,9,2013,26/07/2013,11:00,60,5,18,414,MC3,1976,37,RUS,1:31:58,5518,91.96666667,1.532777778,39.14461762,Men,1,3,C3,C
Segovia-Wcup2013,Segovia-Wcup,9,2013,6/08/2013,13:00,24,2,3,419,MT1,1976,37,ESP,1:02:13,3733,62.21666667,1.036944444,23.14492365,Men,1,1,T1,T
Segovia-Wcup2013,Segovia-Wcup,9,2013,27/09/2013,16:02,36,3,5,421,WC2,1986,27,ARG,1:25:45,5145,85.75,1.429166667,25.18950437,Women,2,2,C2,C
Segovia-Wcup2013,Segovia-Wcup,9,2013,11/08/2013,13:00,24,2,4,432,MT2,1974,39,USA,0:45:05,2705,45.08333333,0.751388889,31.94085028,Men,1,2,T2,T
Segovia-Wcup2013,Segovia-Wcup,9,2013,5/07/2013,11:00,60,5,12,437,MC2,1979,34,POR,1:41:50,6110,101.8333333,1.697222222,35.35188216,Men,1,2,C2,C
Segovia-Wcup2013,Segovia-Wcup,9,2013,20/08/2013,16:00,72,6,1,439,MC4,1970,43,ITA,1:49:00,6540,109,1.816666667,39.63302752,Men,1,4,C4,C
Segovia-Wcup2013,Segovia-Wcup,9,2013,24/06/2013,11:00,60,5,1,447,MC2,1969,44,GBR,1:30:47,5447,90.78333333,1.513055556,39.65485588,Men,1,2,C2,C
Segovia-Wcup2013,Segovia-Wcup,9,2013,1/09/2013,16:00,72,6,13,448,MC4,1974,39,ESP,2:00:22,7222,120.3666667,2.006111111,35.89033509,Men,1,4,C4,C
Segovia-Wcup2013,Segovia-Wcup,9,2013,24/08/2013,16:00,72,6,5,450,MC4,1986,27,RUS,1:50:52,6652,110.8666667,1.847777778,38.96572459,Men,1,4,C4,C
Segovia-Wcup2013,Segovia-Wcup,9,2013,21/06/2013,11:00,60,5,8,452,MC1,1993,20,ITA,1:44:37,6277,104.6166667,1.743611111,34.411343,Men,1,1,C1,C
Segovia-Wcup2013,Segovia-Wcup,9,2013,5/08/2013,13:00,24,2,2,467,MT1,1962,51,RSA,0:57:18,3438,57.3,0.955,25.13089005,Men,1,1,T1,T
Segovia-Wcup2013,Segovia-Wcup,9,2013,6/07/2013,11:00,60,5,13,483,MC2,1989,24,MAS,1:48:06,6486,108.1,1.801666667,33.30249769,Men,1,2,C2,C
Segovia-Wcup2013,Segovia-Wcup,9,2013,15/07/2013,11:00,60,5,7,497,MC3,1989,24,ESP,1:30:39,5439,90.65,1.510833333,39.71318257,Men,1,3,C3,C
Segovia-Wcup2013,Segovia-Wcup,9,2013,20/07/2013,11:00,60,5,12,505,MC3,1985,28,BEL,1:30:45,5445,90.75,1.5125,39.66942149,Men,1,3,C3,C
Segovia-Wcup2013,Segovia-Wcup,9,2013,20/06/2013,11:00,60,5,7,514,MC1,1965,48,AUT,1:42:03,6123,102.05,1.700833333,35.27682509,Men,1,1,C1,C
Segovia-Wcup2013,Segovia-Wcup,9,2013,17/08/2013,13:00,24,2,10,519,MT2,1986,27,RUS,0:52:23,3143,52.38333333,0.873055556,27.48965956,Men,1,2,T2,T
Segovia-Wcup2013,Segovia-Wcup,9,2013,16/06/2013,11:00,60,5,1,521,MC1,1988,25,GER,1:30:42,5442,90.7,1.511666667,39.69128997,Men,1,1,C1,C
Segovia-Wcup2013,Segovia-Wcup,9,2013,15/09/2013,16:00,72,6,12,525,MC5,1985,28,FRA,1:51:40,6700,111.6666667,1.861111111,38.68656716,Men,1,5,C5,C
Segovia-Wcup2013,Segovia-Wcup,9,2013,2/08/2013,13:00,24,2,2,533,WT2,1983,30,RUS,1:04:45,3885,64.75,1.079166667,22.23938224,Women,2,2,T2,T
Segovia-Wcup2013,Segovia-Wcup,9,2013,14/09/2013,16:00,72,6,11,535,MC5,NA,NA,BRA,1:51:15,6675,111.25,1.854166667,38.83146067,Men,1,5,C5,C
Segovia-Wcup2013,Segovia-Wcup,9,2013,22/07/2013,11:00,60,5,14,544,MC3,1969,44,IRL,1:30:52,5452,90.86666667,1.514444444,39.61848863,Men,1,3,C3,C
Segovia-Wcup2013,Segovia-Wcup,9,2013,18/07/2013,11:00,60,5,10,552,MC3,1976,37,BRA,1:30:39,5439,90.65,1.510833333,39.71318257,Men,1,3,C3,C
Segovia-Wcup2013,Segovia-Wcup,9,2013,8/08/2013,13:00,24,2,1,557,MT2,1981,32,GBR,0:42:26,2546,42.43333333,0.707222222,33.93558523,Men,1,2,T2,T
Segovia-Wcup2013,Segovia-Wcup,9,2013,4/09/2013,16:00,72,6,1,568,MC5,1984,29,ITA,1:46:32,6392,106.5333333,1.775555556,40.55068836,Men,1,5,C5,C
Segovia-Wcup2013,Segovia-Wcup,9,2013,16/06/2013,11:00,60,5,3,571,MC1,1968,45,GER,1:30:45,5445,90.75,1.5125,39.66942149,Men,1,1,C1,C
Segovia-Wcup2013,Segovia-Wcup,9,2013,2/09/2013,16:00,72,6,14,581,MC4,1971,42,IRL,2:00:24,7224,120.4,2.006666667,35.88039867,Men,1,4,C4,C
Segovia-Wcup2013,Segovia-Wcup,9,2013,3/09/2013,16:00,72,6,15,588,MC4,1987,26,MAS,2:04:04,7444,124.0666667,2.067777778,34.81998925,Men,1,4,C4,C
Segovia-Wcup2013,Segovia-Wcup,9,2013,16/07/2013,11:00,60,5,8,591,MC3,1982,31,RUS,1:30:39,5439,90.65,1.510833333,39.71318257,Men,1,3,C3,C
Segovia-Wcup2013,Segovia-Wcup,9,2013,16/06/2013,11:02,60,5,6,594,WC5,1964,49,FRA,1:54:19,6859,114.3166667,1.905277778,31.49147106,Women,2,5,C5,C
Segovia-Wcup2013,Segovia-Wcup,9,2013,24/07/2013,11:00,60,5,16,613,MC3,1985,28,ITA,1:31:18,5478,91.3,1.521666667,39.43044907,Men,1,3,C3,C
